species,country_of_origin,altitude,region,harvest_year,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,total_cup_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration
Arabica,Mexico,1100.0,zapotitlan de mendez,2012-01-01,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.5,82.5,0.12,0,0.0,Green,5,"July 26th, 2013"
Arabica,Mexico,1650.0,la concordia,2012-01-01,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,10.0,7.5,82.5,0.11,0,0.0,None,2,"June 7th, 2013"
Arabica,Guatemala,1855,oriente,2012-01-01,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,7.5,82.5,0.11,0,0.0,Green,5,"March 26th, 2013"
Arabica,Brazil,1855,carmo de minas,2012-01-01,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.5,0.0,0,0.0,Blue-Green,4,"March 16th, 2013"
Arabica,Colombia,1855,huila,2012-01-01,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,7.58,82.5,0.11,1,0.0,Green,3,"March 5th, 2013"
Arabica,United States (Hawaii),1855,kona,2012-01-01,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,7.58,82.5,0.12,2,0.0,Green,3,"February 22nd, 2013"
Arabica,Guatemala,1600.0,huehuetenango,2010-01-01,Other,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,10.0,7.33,82.5,0.01,1,0.0,None,14,"July 23rd, 2011"
Arabica,Honduras,1500.0,"comayagua, honduras",2017-01-01,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.42,0.12,0,1.0,Green,6,"September 27th, 2018"
Arabica,Guatemala,1700.0,san marcos,2017-01-01,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,7.42,82.42,0.1,0,1.0,Green,2,"September 8th, 2018"
Arabica,Guatemala,1700.0,san marcos,2016-01-01,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,7.5,82.42,0.12,0,0.0,Green,0,"June 1st, 2018"
Arabica,Guatemala,518.0,el progreso,2017-01-01,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.42,0.12,0,0.0,Green,0,"June 1st, 2018"
Arabica,Guatemala,1855,santa rosa,2017-01-01,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,7.5,82.42,0.11,0,2.0,Green,3,"January 20th, 2018"
Arabica,Colombia,1600.0,guayata,2016-01-01,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,8.08,82.42,0.11,0,0.0,Green,1,"August 5th, 2017"
Arabica,China,1600.0,yunnan,2015-01-01,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.42,0.1,0,0.0,Green,0,"April 6th, 2017"
Arabica,Brazil,1855,campos altos - cerrado,2016-01-01,Other,7.42,7.5,7.33,7.5,7.25,7.42,10.0,10.0,10.0,8.0,82.42,0.11,0,1.0,Green,0,"January 11th, 2017"
Arabica,Tanzania,2285.0,arusha meru,2015-01-01,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,82.42,0.13,0,0.0,Green,7,"November 15th, 2016"
Arabica,Brazil,1.0,south of minas,2015-01-01,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,10.0,7.42,82.42,0.0,0,0.0,Green,0,"October 7th, 2016"
Arabica,Guatemala,1855,atitlan,2013-01-01,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.42,0.1,0,0.0,Green,0,"December 18th, 2015"
Arabica,Mexico,1296.0,la yerba,2014-01-01,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,82.42,0.11,0,0.0,Green,0,"August 14th, 2015"
Arabica,Brazil,1855,south of minas,2012-01-01,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.42,0.12,0,0.0,Blue-Green,1,"May 8th, 2015"
Arabica,Peru,1855,peru,2013-01-01,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,10.0,7.5,82.42,0.0,0,0.0,Green,3,"January 21st, 2015"
Arabica,Brazil,1260.0,south of minas,2013-01-01,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,8.17,82.42,0.0,0,0.0,Green,0,"December 30th, 2014"
Arabica,Mexico,1170.0,veracruz,2013-01-01,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,7.5,82.42,0.12,0,0.0,Green,0,"December 12th, 2014"
Arabica,Honduras,1855,Unknown,2012-01-01,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,10.0,7.67,82.42,0.09,0,0.0,None,2,"December 10th, 2014"
Arabica,Colombia,1855,huila,2013-01-01,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.42,82.42,0.11,0,0.0,Green,9,"May 31st, 2014"
Arabica,Mexico,1560.0,chiapas,2013-01-01,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,10.0,7.42,82.42,0.12,0,0.0,Green,5,"March 29th, 2014"
Arabica,Mexico,1400.0,san pedro cotzilnam,2012-01-01,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.42,0.13,0,0.0,Green,2,"September 11th, 2013"
Arabica,Mexico,1300.0,coatepec,2012-01-01,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.42,0.14,0,0.0,Green,9,"September 10th, 2013"
Arabica,Mexico,1170.0,xalapa,2012-01-01,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,10.0,7.58,82.42,0.13,0,0.0,Green,1,"August 31st, 2013"
Arabica,Mexico,1300.0,zihuatanejo de azueta,2012-01-01,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.42,0.11,0,0.0,Green,0,"July 25th, 2013"
Arabica,Mexico,1350.0,veracruz,2012-01-01,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,10.0,7.58,82.42,0.14,0,0.0,Green,6,"July 11th, 2013"
Arabica,Mexico,1150.0,xicotepec de juarez,2012-01-01,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.58,82.42,0.11,0,0.0,Green,0,"July 3rd, 2013"
Arabica,Mexico,1250.0,progreso santa rosa teocelo,2012-01-01,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10.0,10.0,10.0,7.5,82.42,0.13,0,0.0,None,4,"June 6th, 2013"
Arabica,Mexico,1450.0,fln mirador,2012-01-01,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,10.0,7.5,82.42,0.12,0,0.0,Bluish-Green,0,"April 9th, 2013"
Arabica,Colombia,1855,huila,2012-01-01,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,10.0,7.58,82.42,0.0,0,0.0,None,2,"January 30th, 2013"
Arabica,Brazil,1855,south of minas,2012-01-01,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.42,82.42,0.11,0,0.0,Blue-Green,2,"January 22nd, 2013"
Arabica,Colombia,1750.0,huila,2011-01-01,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,7.75,82.42,0.0,0,0.0,Green,2,"December 21st, 2012"
Arabica,Colombia,1855,huila,2011-01-01,Other,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,10.0,7.5,82.42,0.02,0,0.0,None,1,"September 21st, 2012"
Arabica,Honduras,1396.0,comayagua,2017-01-01,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.33,0.1,0,1.0,Green,8,"April 6th, 2018"
Arabica,Brazil,982.0,cerrado,2016-01-01,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,7.67,82.33,0.11,0,3.0,Green,11,"February 9th, 2018"
Arabica,Brazil,1855,cerrado,2016-01-01,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,7.5,82.33,0.11,0,4.0,Green,14,"October 13th, 2017"
Arabica,Brazil,934.0,south of minas,2016-01-01,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.5,82.33,0.11,0,2.0,Bluish-Green,3,"August 16th, 2017"
Arabica,Costa Rica,1850.0,tarrazu,2015-01-01,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,82.33,0.1,6,1.0,Bluish-Green,3,"July 15th, 2017"
Arabica,Costa Rica,1550.0,tarrazu,2015-01-01,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,82.33,0.0,0,2.0,Green,0,"May 17th, 2017"
Arabica,China,1580.0,xishuangbanna prefecture,2015-01-01,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,82.33,0.12,0,6.0,Green,2,"April 5th, 2017"
Arabica,Brazil,1268.0,south of minas,2015-01-01,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,7.75,82.33,0.07,0,0.0,Green,0,"October 7th, 2016"
Arabica,Brazil,1855,chapadão de ferro (cerrado mineiro),2015-01-01,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.33,0.11,0,0.0,Green,10,"April 19th, 2016"
Arabica,Guatemala,1855,huehuetenango,2015-01-01,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,7.42,82.33,0.1,0,0.0,Green,6,"March 9th, 2016"
Arabica,Malawi,1855,mzuzu,2014-01-01,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.58,82.33,0.12,0,0.0,Green,0,"November 4th, 2015"
Arabica,Brazil,1100.0,south of minas,2014-01-01,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,8.0,82.33,0.11,0,0.0,Blue-Green,0,"October 15th, 2015"
Arabica,Guatemala,1855,jalapa,2014-01-01,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,7.42,82.33,0.12,0,0.0,Green,3,"June 10th, 2015"
Arabica,Mexico,1855,veracruz,2014-01-01,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.33,0.11,0,0.0,Green,0,"April 2nd, 2015"
Arabica,Colombia,1300.0,antioquia,2013-01-01,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,7.5,82.33,0.1,0,0.0,Green,2,"January 21st, 2015"
Arabica,Taiwan,1855,changhua baguashan 彰化市八卦山,2013-01-01,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33,0.11,0,0.0,Green,0,"December 26th, 2014"
Arabica,Taiwan,1855,taichung xinshe 台中市新社區,2013-01-01,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33,0.11,0,0.0,Green,0,"December 26th, 2014"
Arabica,Guatemala,4300.0,oriente,2013-01-01,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.25,82.33,0.12,2,0.0,Green,1,"July 16th, 2014"
Arabica,Colombia,1855,huila,2013-01-01,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.33,82.33,0.0,0,0.0,Green,1,"June 21st, 2014"
Arabica,Mexico,1300.0,"la concordia, chiapas",2013-01-01,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.33,0.12,0,0.0,Green,3,"March 15th, 2014"
Arabica,Costa Rica,1855,central valley,2012-01-01,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,7.67,82.33,0.0,0,0.0,Green,14,"October 9th, 2013"
Arabica,Guatemala,1855,jalapa,2012-01-01,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,82.33,0.11,0,0.0,Green,3,"October 5th, 2013"
Arabica,Mexico,441.0,"jaltocan, hidalgo",2012-01-01,Natural / Dry,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,10.0,7.58,82.33,0.15,1,0.0,None,8,"September 27th, 2013"
Arabica,Mexico,1170.0,veracruz,2012-01-01,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.0,82.33,0.13,0,0.0,Green,9,"August 31st, 2013"
Arabica,Guatemala,4300.0,oriente,2012-01-01,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,82.33,0.1,2,0.0,Green,5,"May 23rd, 2013"
Arabica,Brazil,1855,grama valley,2012-01-01,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.33,0.12,0,0.0,Green,2,"April 11th, 2013"
Arabica,Mexico,1855,santa catarina juquila,2012-01-01,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,7.83,82.33,0.11,0,0.0,Green,0,"March 5th, 2013"
Arabica,Brazil,1855,south of minas,2012-01-01,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.33,0.11,0,0.0,Green,2,"February 16th, 2013"
Arabica,Colombia,1855,huila,2012-01-01,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,7.33,82.33,0.0,0,0.0,Green,0,"January 30th, 2013"
Arabica,Brazil,1100.0,brazil matas de minas,2010-01-01,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,7.5,82.25,0.09,2,6.0,Green,10,"November 15th, 2018"
Arabica,Taiwan,1855,Unknown,2016-01-01,Other,7.0,7.08,7.0,7.17,7.0,7.0,10.0,10.0,10.0,10.0,82.25,0.1,0,0.0,Blue-Green,0,"February 13th, 2018"
Arabica,Guatemala,1450.0,nuevo oriente,2016-01-01,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,0,2.0,Green,2,"August 31st, 2017"
Arabica,Brazil,1.0,south of minas,2015-01-01,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,7.67,82.25,0.0,0,0.0,Green,9,"October 7th, 2016"
Arabica,El Salvador,1500.0,apaneca,2014-01-01,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,0,0.0,Green,0,"July 7th, 2016"
Arabica,Honduras,1350.0,marcala,2015-01-01,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,0,0.0,Green,2,"April 14th, 2016"
Arabica,Malawi,1855,mzuzu,2014-01-01,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.25,0.13,0,0.0,Blue-Green,0,"November 4th, 2015"
Arabica,Brazil,1100.0,south of minas,2014-01-01,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,82.25,0.11,0,0.0,Green,0,"October 16th, 2015"
Arabica,Taiwan,1855,nantou,2013-01-01,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,82.25,0.11,0,0.0,Green,0,"December 26th, 2014"
Arabica,Mexico,1338.0,veracruz,2013-01-01,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.25,0.12,0,0.0,Blue-Green,4,"July 19th, 2014"
Arabica,United States (Hawaii),1855,kona,2013-01-01,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,82.25,0.0,0,0.0,Bluish-Green,1,"May 3rd, 2014"
Arabica,Mexico,533.0,"calnali, hidalgo",2012-01-01,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,7.58,82.25,0.16,3,0.0,None,8,"September 27th, 2013"
Arabica,Guatemala,4563.0,antigua,2012-01-01,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,82.25,0.11,0,0.0,Green,2,"September 19th, 2013"
Arabica,Mexico,1170.0,veracruz,2012-01-01,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,82.25,0.13,0,0.0,Green,3,"August 31st, 2013"
Arabica,Mexico,1250.0,juquila,2012-01-01,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.12,0,0.0,Green,13,"August 30th, 2013"
Arabica,El Salvador,1855,Unknown,2012-01-01,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.25,0.0,2,0.0,Green,5,"August 21st, 2013"
Arabica,Mexico,1100.0,veracruz,2012-01-01,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,82.25,0.11,0,0.0,Green,0,"July 11th, 2013"
Arabica,Mexico,900.0,canoas,2012-01-01,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.25,0.1,0,0.0,Green,3,"April 2nd, 2013"
Arabica,Colombia,1750.0,huila,2012-01-01,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,82.25,0.12,0,0.0,Green,1,"February 21st, 2013"
Arabica,Colombia,1855,huila,2012-01-01,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,82.25,0.11,0,0.0,Green,0,"February 8th, 2013"
Arabica,Brazil,1855,Unknown,2012-01-01,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,7.5,82.25,0.12,0,0.0,Green,1,"January 22nd, 2013"
Arabica,Colombia,1855,cauca,2010-01-01,Other,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,7.75,82.25,0.22,0,0.0,None,2,"February 29th, 2012"
Arabica,Brazil,934.0,south of minas,2016-01-01,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,82.17,0.11,0,1.0,Green,5,"August 16th, 2017"
Arabica,Honduras,1500.0,comayagua,2015-01-01,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.17,0.11,0,1.0,Bluish-Green,2,"June 9th, 2017"
Arabica,Nicaragua,1000.0,jinotega,2010-01-01,Other,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,0,0.0,Green,1,"March 15th, 2017"
Arabica,Tanzania,1650.0,ruvuma,2015-01-01,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.13,1,0.0,Green,6,"November 15th, 2016"
Arabica,Tanzania,1600.0,northern,2015-01-01,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0.12,0,0.0,Green,1,"October 19th, 2016"
Arabica,Brazil,1.0,south of minas,2015-01-01,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,82.17,0.0,0,0.0,Green,1,"October 7th, 2016"
Arabica,Thailand,1855,thailand,2014-01-01,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,82.17,0.12,0,0.0,Bluish-Green,0,"June 8th, 2016"
Arabica,Honduras,1350.0,marcala,2015-01-01,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17,0.11,0,0.0,Green,2,"April 14th, 2016"
Arabica,Guatemala,1500.0,atitlan,2014-01-01,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,82.17,0.09,0,0.0,Blue-Green,4,"March 20th, 2016"
Arabica,Brazil,1855,cerrado,2014-01-01,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.12,0,0.0,Green,1,"January 15th, 2016"
Arabica,Tanzania,1700.0,"ilomba vilage, mbozi",2014-01-01,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17,0.12,0,0.0,Green,1,"December 15th, 2015"
Arabica,Mexico,1100.0,veracruz,2013-01-01,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,82.17,0.12,0,0.0,Green,0,"July 15th, 2015"
Arabica,Mexico,1855,"la concordia, chiapas",2013-01-01,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,1,0.0,None,1,"April 10th, 2015"
Arabica,Taiwan,1855,yunlin 雲林縣石壁,2013-01-01,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,82.17,0.11,0,0.0,Green,0,"December 26th, 2014"
Arabica,Taiwan,1855,"dongshan dist., tainan city 臺南市東山區",2012-01-01,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17,0.0,0,0.0,Green,0,"May 29th, 2014"
Arabica,Colombia,1855,huila,2013-01-01,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,82.17,0.0,0,0.0,Bluish-Green,1,"March 20th, 2014"
Arabica,Mexico,1144.0,san bartolo tutotepec,2012-01-01,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.17,0.15,1,0.0,None,9,"September 27th, 2013"
Arabica,Guatemala,1350.0,oriente,2012-01-01,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,82.17,0.12,0,0.0,None,2,"August 2nd, 2013"
Arabica,Mexico,1000.0,altotonga,2012-01-01,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,82.17,0.12,0,0.0,Green,4,"July 11th, 2013"
Arabica,Mexico,1200.0,colima,2012-01-01,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.17,0.1,0,0.0,Green,1,"July 2nd, 2013"
Arabica,Colombia,1855,huila,2010-01-01,Other,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,82.17,0.08,0,0.0,None,0,"February 9th, 2012"
Arabica,Indonesia,1300.0,aceh gayo,2017-01-01,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,82.08,0.15,0,0.0,None,3,"August 3rd, 2018"
Arabica,Colombia,1855,huila,2016-01-01,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,82.08,0.0,0,7.0,Green,6,"February 20th, 2018"
Arabica,Brazil,894.0,south of minas,2016-01-01,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,82.08,0.11,0,1.0,Green,3,"August 16th, 2017"
Arabica,Brazil,1.0,south of minas,2015-01-01,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,82.08,0.0,0,0.0,Green,1,"October 7th, 2016"
Arabica,Costa Rica,1855,tres rios,2015-01-01,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08,0.0,0,0.0,Blue-Green,0,"April 9th, 2016"
Arabica,Tanzania,1500.0,kilimanjaro,2014-01-01,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0.12,0,0.0,Green,5,"March 24th, 2016"
Arabica,Tanzania,1600.0,ngorogoro,2014-01-01,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,0.12,0,0.0,Green,3,"January 8th, 2016"
Arabica,Colombia,1855,Unknown,2013-01-01,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,82.08,0.11,1,0.0,Green,0,"September 12th, 2015"
Arabica,Costa Rica,1855,turrialba,2013-01-01,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.08,0.11,0,0.0,Green,2,"March 21st, 2015"
Arabica,United States (Hawaii),1855,kona,2012-01-01,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.08,0.11,0,0.0,Bluish-Green,0,"November 26th, 2013"
Arabica,Mexico,1300.0,coatepec,2012-01-01,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,82.08,0.13,0,0.0,Green,7,"September 10th, 2013"
Arabica,Mexico,1800.0,tapachula,2012-01-01,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,82.08,0.13,3,0.0,Green,13,"August 30th, 2013"
Arabica,Mexico,1250.0,coatepec,2012-01-01,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,82.08,0.11,0,0.0,Green,11,"July 26th, 2013"
Arabica,Vietnam,1855,don duong,2012-01-01,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,82.08,0.12,0,0.0,Green,2,"July 23rd, 2013"
Arabica,Mexico,1250.0,veracruz,2012-01-01,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,82.08,0.11,0,0.0,Green,1,"July 11th, 2013"
Arabica,United States (Hawaii),1855,kona,2012-01-01,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,82.08,0.1,0,0.0,Green,2,"February 22nd, 2013"
Arabica,Colombia,1855,cauca,2011-01-01,Other,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,7.17,82.08,0.08,1,0.0,None,5,"April 17th, 2012"
Arabica,Honduras,1600.0,el paraíso,2017-01-01,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0.12,0,0.0,Green,1,"June 1st, 2018"
Arabica,Honduras,1600.0,guinope el paraíso,2016-01-01,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.0,0.1,0,1.0,Green,7,"April 6th, 2018"
Arabica,Brazil,944.0,south of minas,2016-01-01,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0.11,0,2.0,Green,3,"August 16th, 2017"
